,origin_school,destination_school,comparison_level,Origin_School_Name,Origin_District,Destination_School_Name,Destination_District,distance_between
7599,3368,3636,elementary,MIDDLETON-BURNEY ELEMENTARY SCHOOL                                                                  ,PUTNAM      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,46.5267445456
7600,3372,3636,elementary,OCHWILLA ELEMENTARY SCHOOL                                                                          ,PUTNAM      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,48.637547374700006
7601,3359,3636,high,INTERLACHEN HIGH SCHOOL                                                                             ,PUTNAM      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,48.569553895
7602,3369,3636,high,CRESCENT CITY HIGH SCHOOL                                                                           ,PUTNAM      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,47.88909352100001
7603,3360,3636,middle,C. H. PRICE MIDDLE SCHOOL                                                                           ,PUTNAM      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,49.64283247149999
7604,3367,3636,middle,GEORGE C. MILLER JR. MIDDLE SCHOOL                                                                  ,PUTNAM      ,VILLAGES CHARTER SCHOOL                                                                             ,SUMTER      ,46.5841074559
7605,3361,3788,elementary,MELROSE ELEMENTARY SCHOOL                                                                           ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,18.2340883189
7606,3365,3788,elementary,INTERLACHEN ELEMENTARY SCHOOL                                                                       ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,27.0731097661
7607,3372,3788,elementary,OCHWILLA ELEMENTARY SCHOOL                                                                          ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,18.362518737000002
7608,3359,3788,high,INTERLACHEN HIGH SCHOOL                                                                             ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,27.0703660996
7609,3362,3788,high,Q.I. ROBERTS JR. - SR. HIGH SCHOOL                                                                  ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,29.8878338044
7610,3360,3788,middle,C. H. PRICE MIDDLE SCHOOL                                                                           ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,27.076769022399997
7611,3371,3788,middle,ELEANOR H. MILLER SCHOOL                                                                            ,PUTNAM      ,P.K. YONGE DEVELOPMENTAL RESEARCH SCHOOL                                                            ,UF LAB SCH  ,38.6500985507
7612,3361,3658,elementary,MELROSE ELEMENTARY SCHOOL                                                                           ,PUTNAM      ,LAKE BUTLER ELEMENTARY SCHOOL                                                                       ,UNION       ,28.0074929278
7613,3365,3658,elementary,INTERLACHEN ELEMENTARY SCHOOL                                                                       ,PUTNAM      ,LAKE BUTLER ELEMENTARY SCHOOL                                                                       ,UNION       ,39.479923996
7614,3372,3658,elementary,OCHWILLA ELEMENTARY SCHOOL                                                                          ,PUTNAM      ,LAKE BUTLER ELEMENTARY SCHOOL                                                                       ,UNION       ,32.7824833874
7615,3359,3656,high,INTERLACHEN HIGH SCHOOL                                                                             ,PUTNAM      ,UNION COUNTY HIGH SCHOOL                                                                            ,UNION       ,38.5736134033
7616,3362,3656,high,Q.I. ROBERTS JR. - SR. HIGH SCHOOL                                                                  ,PUTNAM      ,UNION COUNTY HIGH SCHOOL                                                                            ,UNION       ,35.6293829675
7617,3360,3657,middle,C. H. PRICE MIDDLE SCHOOL                                                                           ,PUTNAM      ,LAKE BUTLER MIDDLE SCHOOL                                                                           ,UNION       ,37.928104268
7618,3371,3657,middle,ELEANOR H. MILLER SCHOOL                                                                            ,PUTNAM      ,LAKE BUTLER MIDDLE SCHOOL                                                                           ,UNION       ,47.041722391499995
7619,3366,3697,elementary,BROWNING-PEARCE ELEMENTARY SCHOOL                                                                   ,PUTNAM      ,PIERSON ELEMENTARY SCHOOL                                                                           ,VOLUSIA     ,26.283848497399998
7620,3366,3662,elementary,BROWNING-PEARCE ELEMENTARY SCHOOL                                                                   ,PUTNAM      ,PATHWAYS ELEMENTARY SCHOOL                                                                          ,VOLUSIA     ,35.631902398600005
7621,3366,3671,elementary,BROWNING-PEARCE ELEMENTARY SCHOOL                                                                   ,PUTNAM      ,LOUISE S. MCINNIS ELEMENTARY SCHOOL                                                                 ,VOLUSIA     ,36.3228649046
7622,3368,3697,elementary,MIDDLETON-BURNEY ELEMENTARY SCHOOL                                                                  ,PUTNAM      ,PIERSON ELEMENTARY SCHOOL                                                                           ,VOLUSIA     ,14.005832794000002
7623,3368,3671,elementary,MIDDLETON-BURNEY ELEMENTARY SCHOOL                                                                  ,PUTNAM      ,LOUISE S. MCINNIS ELEMENTARY SCHOOL                                                                 ,VOLUSIA     ,24.145588324499997
7624,3368,3662,elementary,MIDDLETON-BURNEY ELEMENTARY SCHOOL                                                                  ,PUTNAM      ,PATHWAYS ELEMENTARY SCHOOL                                                                          ,VOLUSIA     ,26.138371477
7625,3373,3697,elementary,WILLIAM D. MOSELEY ELEMENTARY SCHOOL                                                                ,PUTNAM      ,PIERSON ELEMENTARY SCHOOL                                                                           ,VOLUSIA     ,29.525402583800002
7626,3373,3671,elementary,WILLIAM D. MOSELEY ELEMENTARY SCHOOL                                                                ,PUTNAM      ,LOUISE S. MCINNIS ELEMENTARY SCHOOL                                                                 ,VOLUSIA     ,39.8858454568
7627,3373,3662,elementary,WILLIAM D. MOSELEY ELEMENTARY SCHOOL                                                                ,PUTNAM      ,PATHWAYS ELEMENTARY SCHOOL                                                                          ,VOLUSIA     ,40.196678806
7628,3356,3708,high,PUTNAM EDGE HIGH SCHOOL                                                                             ,PUTNAM      ,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL                                                                 ,VOLUSIA     ,29.5321281114
7629,3356,3703,high,PUTNAM EDGE HIGH SCHOOL                                                                             ,PUTNAM      ,SEABREEZE HIGH SCHOOL                                                                               ,VOLUSIA     ,45.031005387200004
7630,3369,3708,high,CRESCENT CITY HIGH SCHOOL                                                                           ,PUTNAM      ,T. DEWITT TAYLOR MIDDLE-HIGH SCHOOL                                                                 ,VOLUSIA     ,16.234525804300002
7631,3369,3739,high,CRESCENT CITY HIGH SCHOOL                                                                           ,PUTNAM      ,STEWART TREATMENT CENTER                                                                            ,VOLUSIA     ,32.3799793882
7632,3353,3691,middle,C. L. OVERTURF JR 6TH GRADE CENTER                                                                  ,PUTNAM      ,ORMOND BEACH MIDDLE SCHOOL                                                                          ,VOLUSIA     ,41.597264793899996
7633,3353,3726,middle,C. L. OVERTURF JR 6TH GRADE CENTER                                                                  ,PUTNAM      ,DAVID C. HINSON SR. MIDDLE SCHOOL                                                                   ,VOLUSIA     ,43.3310378565
7634,3367,3691,middle,GEORGE C. MILLER JR. MIDDLE SCHOOL                                                                  ,PUTNAM      ,ORMOND BEACH MIDDLE SCHOOL                                                                          ,VOLUSIA     ,27.669302890999997
7635,3367,3726,middle,GEORGE C. MILLER JR. MIDDLE SCHOOL                                                                  ,PUTNAM      ,DAVID C. HINSON SR. MIDDLE SCHOOL                                                                   ,VOLUSIA     ,28.257443224299998
7636,3470,1472,elementary,GULF BREEZE ELEMENTARY SCHOOL                                                                       ,SANTA ROSA  ,"PENSACOLA BEACH ELEMENTARY SCHOOL, INC                                                              ",ESCAMBIA    ,3.6342765670099997
7637,3470,1439,elementary,GULF BREEZE ELEMENTARY SCHOOL                                                                       ,SANTA ROSA  ,A. K. SUTER ELEMENTARY SCHOOL                                                                       ,ESCAMBIA    ,4.61601910714
7638,3470,1421,elementary,GULF BREEZE ELEMENTARY SCHOOL                                                                       ,SANTA ROSA  ,N. B. COOK ELEMENTARY SCHOOL                                                                        ,ESCAMBIA    ,5.099860560480001
7639,3477,1427,elementary,S. S. DIXON PRIMARY SCHOOL                                                                          ,SANTA ROSA  ,FERRY PASS ELEMENTARY SCHOOL                                                                        ,ESCAMBIA    ,7.214520256060001
7640,3477,1455,elementary,S. S. DIXON PRIMARY SCHOOL                                                                          ,SANTA ROSA  ,ESCAMBIA WESTGATE CENTER                                                                            ,ESCAMBIA    ,7.777187055760001
7641,3477,1460,elementary,S. S. DIXON PRIMARY SCHOOL                                                                          ,SANTA ROSA  ,R. C. LIPSCOMB ELEMENTARY SCHOOL                                                                    ,ESCAMBIA    ,7.79539647645
7642,3487,1472,elementary,ORIOLE BEACH ELEMENTARY SCHOOL                                                                      ,SANTA ROSA  ,"PENSACOLA BEACH ELEMENTARY SCHOOL, INC                                                              ",ESCAMBIA    ,3.41768896992
7643,3487,1439,elementary,ORIOLE BEACH ELEMENTARY SCHOOL                                                                      ,SANTA ROSA  ,A. K. SUTER ELEMENTARY SCHOOL                                                                       ,ESCAMBIA    ,6.09528237916
7644,3487,1421,elementary,ORIOLE BEACH ELEMENTARY SCHOOL                                                                      ,SANTA ROSA  ,N. B. COOK ELEMENTARY SCHOOL                                                                        ,ESCAMBIA    ,7.2120489362699995
7645,3472,1433,high,GULF BREEZE HIGH SCHOOL                                                                             ,SANTA ROSA  ,PENSACOLA HIGH SCHOOL                                                                               ,ESCAMBIA    ,6.25247470622
7646,3472,1456,high,GULF BREEZE HIGH SCHOOL                                                                             ,SANTA ROSA  ,LAKEVIEW SPECIAL EDUCATION                                                                          ,ESCAMBIA    ,6.36332708901
7647,3474,1462,high,JAY HIGH SCHOOL                                                                                     ,SANTA ROSA  ,NORTHVIEW HIGH SCHOOL                                                                               ,ESCAMBIA    ,1.3089689824500002
7648,3474,1440,high,JAY HIGH SCHOOL                                                                                     ,SANTA ROSA  ,J. M. TATE SENIOR HIGH SCHOOL                                                                       ,ESCAMBIA    ,26.545824836799998
7649,3471,1456,middle,GULF BREEZE MIDDLE SCHOOL                                                                           ,SANTA ROSA  ,LAKEVIEW SPECIAL EDUCATION                                                                          ,ESCAMBIA    ,6.293040014400001
7650,3471,1422,middle,GULF BREEZE MIDDLE SCHOOL                                                                           ,SANTA ROSA  ,CAMELOT ACADEMY OF ESCAMBIA COUNTY                                                                  ,ESCAMBIA    ,6.71669843505
7651,3486,1428,middle,AVALON MIDDLE SCHOOL                                                                                ,SANTA ROSA  ,FERRY PASS MIDDLE SCHOOL                                                                            ,ESCAMBIA    ,7.22226046803
7652,3486,1446,middle,AVALON MIDDLE SCHOOL                                                                                ,SANTA ROSA  ,J. H. WORKMAN MIDDLE SCHOOL                                                                         ,ESCAMBIA    ,8.78455527095
7653,3482,2381,elementary,HOLLEY-NAVARRE INTERMEDIATE                                                                         ,SANTA ROSA  ,FLOROSA ELEMENTARY SCHOOL                                                                           ,OKALOOSA    ,9.50732276364
7654,3482,2397,elementary,HOLLEY-NAVARRE INTERMEDIATE                                                                         ,SANTA ROSA  ,OKALOOSA ACADEMY                                                                                    ,OKALOOSA    ,13.3701664798
7655,3482,2376,elementary,HOLLEY-NAVARRE INTERMEDIATE                                                                         ,SANTA ROSA  ,MARY ESTHER ELEMENTARY SCHOOL                                                                       ,OKALOOSA    ,13.7693183066
7656,3484,2381,elementary,HOLLEY-NAVARRE PRIMARY                                                                              ,SANTA ROSA  ,FLOROSA ELEMENTARY SCHOOL                                                                           ,OKALOOSA    ,9.42249447885
7657,3484,2397,elementary,HOLLEY-NAVARRE PRIMARY                                                                              ,SANTA ROSA  ,OKALOOSA ACADEMY                                                                                    ,OKALOOSA    ,13.269766448499999
7658,3484,2376,elementary,HOLLEY-NAVARRE PRIMARY                                                                              ,SANTA ROSA  ,MARY ESTHER ELEMENTARY SCHOOL                                                                       ,OKALOOSA    ,13.6955014681
7659,3491,2381,elementary,WEST NAVARRE PRIMARY SCHOOL                                                                         ,SANTA ROSA  ,FLOROSA ELEMENTARY SCHOOL                                                                           ,OKALOOSA    ,11.3388240131
7660,3491,2397,elementary,WEST NAVARRE PRIMARY SCHOOL                                                                         ,SANTA ROSA  ,OKALOOSA ACADEMY                                                                                    ,OKALOOSA    ,15.183631493
7661,3491,2376,elementary,WEST NAVARRE PRIMARY SCHOOL                                                                         ,SANTA ROSA  ,MARY ESTHER ELEMENTARY SCHOOL                                                                       ,OKALOOSA    ,15.6111071829
7662,3465,2359,high,CENTRAL SCHOOL                                                                                      ,SANTA ROSA  ,BAKER SCHOOL                                                                                        ,OKALOOSA    ,23.483960821900002
7663,3465,2393,high,CENTRAL SCHOOL                                                                                      ,SANTA ROSA  ,EMERALD COAST CAREER INSTITUTE N                                                                    ,OKALOOSA    ,29.928652544400002
7664,3493,2397,high,NAVARRE HIGH SCHOOL                                                                                 ,SANTA ROSA  ,OKALOOSA ACADEMY                                                                                    ,OKALOOSA    ,11.614349186300002
7665,3493,2382,high,NAVARRE HIGH SCHOOL                                                                                 ,SANTA ROSA  ,FORT WALTON BEACH HIGH SCHOOL                                                                       ,OKALOOSA    ,13.0860038645
7666,3483,2397,middle,HOLLEY-NAVARRE MIDDLE SCHOOL                                                                        ,SANTA ROSA  ,OKALOOSA ACADEMY                                                                                    ,OKALOOSA    ,13.471458973599999
7667,3483,2399,middle,HOLLEY-NAVARRE MIDDLE SCHOOL                                                                        ,SANTA ROSA  ,LIZA JACKSON PREPARATORY SCHOOL                                                                     ,OKALOOSA    ,14.1969699079
7668,3494,2397,middle,WOODLAWN BEACH MIDDLE SCHOOL                                                                        ,SANTA ROSA  ,OKALOOSA ACADEMY                                                                                    ,OKALOOSA    ,20.6418878257
7669,3494,2399,middle,WOODLAWN BEACH MIDDLE SCHOOL                                                                        ,SANTA ROSA  ,LIZA JACKSON PREPARATORY SCHOOL                                                                     ,OKALOOSA    ,21.3624523016
7670,3482,3757,elementary,HOLLEY-NAVARRE INTERMEDIATE                                                                         ,SANTA ROSA  ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,37.5023055386
7671,3482,3762,elementary,HOLLEY-NAVARRE INTERMEDIATE                                                                         ,SANTA ROSA  ,MOSSY HEAD SCHOOL                                                                                   ,WALTON      ,40.7890937787
7672,3482,3767,elementary,HOLLEY-NAVARRE INTERMEDIATE                                                                         ,SANTA ROSA  ,BAY SCHOOL                                                                                          ,WALTON      ,46.005972833
7673,3484,3757,elementary,HOLLEY-NAVARRE PRIMARY                                                                              ,SANTA ROSA  ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,37.4638822858
7674,3484,3762,elementary,HOLLEY-NAVARRE PRIMARY                                                                              ,SANTA ROSA  ,MOSSY HEAD SCHOOL                                                                                   ,WALTON      ,40.551581311599996
7675,3484,3767,elementary,HOLLEY-NAVARRE PRIMARY                                                                              ,SANTA ROSA  ,BAY SCHOOL                                                                                          ,WALTON      ,45.958864131999995
7676,3491,3757,elementary,WEST NAVARRE PRIMARY SCHOOL                                                                         ,SANTA ROSA  ,VAN R. BUTLER ELEMENTARY SCHOOL                                                                     ,WALTON      ,39.3645661083
7677,3491,3762,elementary,WEST NAVARRE PRIMARY SCHOOL                                                                         ,SANTA ROSA  ,MOSSY HEAD SCHOOL                                                                                   ,WALTON      ,42.1887135529
7678,3491,3767,elementary,WEST NAVARRE PRIMARY SCHOOL                                                                         ,SANTA ROSA  ,BAY SCHOOL                                                                                          ,WALTON      ,47.8653133122
7679,3465,3754,high,CENTRAL SCHOOL                                                                                      ,SANTA ROSA  ,PAXTON SCHOOL                                                                                       ,WALTON      ,47.924124272600004
7680,3493,3759,high,NAVARRE HIGH SCHOOL                                                                                 ,SANTA ROSA  ,SOUTH WALTON HIGH SCHOOL                                                                            ,WALTON      ,40.7292864515
7681,3493,3768,high,NAVARRE HIGH SCHOOL                                                                                 ,SANTA ROSA  ,SEASIDE NEIGHBORHOOD SCHOOL                                                                         ,WALTON      ,43.69222571939999
7682,3465,3754,middle,CENTRAL SCHOOL                                                                                      ,SANTA ROSA  ,PAXTON SCHOOL                                                                                       ,WALTON      ,47.924124272600004
7683,3483,3756,middle,HOLLEY-NAVARRE MIDDLE SCHOOL                                                                        ,SANTA ROSA  ,FREEPORT MIDDLE SCHOOL                                                                              ,WALTON      ,45.677876743599995
7684,3483,3758,middle,HOLLEY-NAVARRE MIDDLE SCHOOL                                                                        ,SANTA ROSA  ,EMERALD COAST MIDDLE SCHOOL                                                                         ,WALTON      ,46.4253784256
7685,3545,556,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,LIBERTY ELEMENTARY SCHOOL                                                                           ,CHARLOTTE   ,3.77963339246
7686,3545,551,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,MEADOW PARK ELEMENTARY SCHOOL                                                                       ,CHARLOTTE   ,5.6925067251199994
7687,3545,548,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,NEIL ARMSTRONG ELEMENTARY SCHOOL                                                                    ,CHARLOTTE   ,5.72178283221
7688,3546,556,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,LIBERTY ELEMENTARY SCHOOL                                                                           ,CHARLOTTE   ,2.9338899433999996
7689,3546,548,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,NEIL ARMSTRONG ELEMENTARY SCHOOL                                                                    ,CHARLOTTE   ,4.4510708611
7690,3546,560,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,KINGSWAY ELEMENTARY SCHOOL                                                                          ,CHARLOTTE   ,4.639533306730001
7691,3549,556,elementary,CRANBERRY ELEMENTARY SCHOOL                                                                         ,SARASOTA    ,LIBERTY ELEMENTARY SCHOOL                                                                           ,CHARLOTTE   ,5.34619345451
7692,3549,551,elementary,CRANBERRY ELEMENTARY SCHOOL                                                                         ,SARASOTA    ,MEADOW PARK ELEMENTARY SCHOOL                                                                       ,CHARLOTTE   ,6.28930252392
7693,3549,548,elementary,CRANBERRY ELEMENTARY SCHOOL                                                                         ,SARASOTA    ,NEIL ARMSTRONG ELEMENTARY SCHOOL                                                                    ,CHARLOTTE   ,7.292467660539999
7694,3514,552,high,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,PORT CHARLOTTE HIGH SCHOOL                                                                          ,CHARLOTTE   ,5.77263806357
7695,3514,553,high,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,THE ACADEMY                                                                                         ,CHARLOTTE   ,5.89718072365
7696,3547,552,high,NORTH PORT HIGH SCHOOL                                                                              ,SARASOTA    ,PORT CHARLOTTE HIGH SCHOOL                                                                          ,CHARLOTTE   ,6.48331943457
7697,3547,553,high,NORTH PORT HIGH SCHOOL                                                                              ,SARASOTA    ,THE ACADEMY                                                                                         ,CHARLOTTE   ,6.7337562889900004
7698,3514,557,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,MURDOCK MIDDLE SCHOOL                                                                               ,CHARLOTTE   ,5.954120443380001
7699,3514,550,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,PORT CHARLOTTE MIDDLE SCHOOL                                                                        ,CHARLOTTE   ,7.834302644260001
7700,3519,554,middle,SKY ACADEMY ENGLEWOOD                                                                               ,SARASOTA    ,L. A. AINGER MIDDLE SCHOOL                                                                          ,CHARLOTTE   ,4.421629265959999
7701,3519,557,middle,SKY ACADEMY ENGLEWOOD                                                                               ,SARASOTA    ,MURDOCK MIDDLE SCHOOL                                                                               ,CHARLOTTE   ,10.820154911500001
7702,3514,1213,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,NOCATEE ELEMENTARY SCHOOL                                                                           ,DESOTO      ,17.3979971632
7703,3514,1214,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,20.0802703616
7704,3514,1215,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,TEEN PAREN PK CHILD CARE PROGRAM                                                                    ,DESOTO      ,20.2071342769
7705,3545,1213,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,NOCATEE ELEMENTARY SCHOOL                                                                           ,DESOTO      ,17.4157998886
7706,3545,1214,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,20.4587689985
7707,3545,1215,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,TEEN PAREN PK CHILD CARE PROGRAM                                                                    ,DESOTO      ,20.5469865889
7708,3546,1213,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,NOCATEE ELEMENTARY SCHOOL                                                                           ,DESOTO      ,15.342401038399998
7709,3546,1214,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,18.6429789696
7710,3546,1215,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,TEEN PAREN PK CHILD CARE PROGRAM                                                                    ,DESOTO      ,18.6967199994
7711,3514,1214,high,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,20.0802703616
7712,3514,1216,high,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,REDUCED SERVICES                                                                                    ,DESOTO      ,20.2071342769
7713,3547,1214,high,NORTH PORT HIGH SCHOOL                                                                              ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,24.255922676399997
7714,3547,1216,high,NORTH PORT HIGH SCHOOL                                                                              ,SARASOTA    ,REDUCED SERVICES                                                                                    ,DESOTO      ,24.4020034935
7715,3514,1214,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,20.0802703616
7716,3514,1216,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,REDUCED SERVICES                                                                                    ,DESOTO      ,20.2071342769
7717,3551,1214,middle,WOODLAND MIDDLE SCHOOL                                                                              ,SARASOTA    ,DESOTO SECONDARY SCHOOL                                                                             ,DESOTO      ,18.1439642641
7718,3551,1216,middle,WOODLAND MIDDLE SCHOOL                                                                              ,SARASOTA    ,REDUCED SERVICES                                                                                    ,DESOTO      ,18.2353568922
7719,3514,1510,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,GLADES WEST                                                                                         ,GLADES      ,48.177773954399996
7720,3514,1508,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,WEST GLADES SCHOOL                                                                                  ,GLADES      ,48.1902189002
7721,3545,1510,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,GLADES WEST                                                                                         ,GLADES      ,47.1293220073
7722,3545,1508,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,WEST GLADES SCHOOL                                                                                  ,GLADES      ,47.142107431899994
7723,3546,1510,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,GLADES WEST                                                                                         ,GLADES      ,44.9872301762
7724,3546,1508,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,WEST GLADES SCHOOL                                                                                  ,GLADES      ,44.99979888439999
7725,3514,1508,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,WEST GLADES SCHOOL                                                                                  ,GLADES      ,48.1902189002
7726,3551,1508,middle,WOODLAND MIDDLE SCHOOL                                                                              ,SARASOTA    ,WEST GLADES SCHOOL                                                                                  ,GLADES      ,45.9161132917
7727,3514,1523,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,ZOLFO SPRINGS ELEMENTARY SCHOOL                                                                     ,HARDEE      ,36.1131138449
7728,3514,1525,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,WAUCHULA ELEMENTARY SCHOOL                                                                          ,HARDEE      ,37.4183910497
7729,3514,1526,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,NORTH WAUCHULA ELEMENTARY SCHOOL                                                                    ,HARDEE      ,38.6280214718
7730,3546,1523,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,ZOLFO SPRINGS ELEMENTARY SCHOOL                                                                     ,HARDEE      ,35.8195381166
7731,3546,1525,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,WAUCHULA ELEMENTARY SCHOOL                                                                          ,HARDEE      ,37.430125198
7732,3546,1526,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,NORTH WAUCHULA ELEMENTARY SCHOOL                                                                    ,HARDEE      ,38.6842807039
7733,3553,1525,elementary,"PINNACLE ACADEMY, INC.                                                                              ",SARASOTA    ,WAUCHULA ELEMENTARY SCHOOL                                                                          ,HARDEE      ,36.1452055399
7734,3553,1526,elementary,"PINNACLE ACADEMY, INC.                                                                              ",SARASOTA    ,NORTH WAUCHULA ELEMENTARY SCHOOL                                                                    ,HARDEE      ,36.625120222
7735,3553,1519,elementary,"PINNACLE ACADEMY, INC.                                                                              ",SARASOTA    ,HILLTOP ELEMENTARY SCHOOL                                                                           ,HARDEE      ,36.8748151048
7736,3514,1520,high,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,HARDEE SENIOR HIGH SCHOOL                                                                           ,HARDEE      ,36.0704006143
7737,3514,1524,high,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,PIONEER CAREER ACADEMY                                                                              ,HARDEE      ,36.1990963293
7738,3547,1520,high,NORTH PORT HIGH SCHOOL                                                                              ,SARASOTA    ,HARDEE SENIOR HIGH SCHOOL                                                                           ,HARDEE      ,39.3203126669
7739,3547,1524,high,NORTH PORT HIGH SCHOOL                                                                              ,SARASOTA    ,PIONEER CAREER ACADEMY                                                                              ,HARDEE      ,39.7223428273
7740,3514,1521,middle,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,HARDEE JUNIOR HIGH SCHOOL                                                                           ,HARDEE      ,40.0014960075
7741,3551,1521,middle,WOODLAND MIDDLE SCHOOL                                                                              ,SARASOTA    ,HARDEE JUNIOR HIGH SCHOOL                                                                           ,HARDEE      ,39.0464437715
7742,3514,1535,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,EDWARD A. UPTHEGROVE ELEMENTARY                                                                     ,HENDRY      ,49.4655298552
7743,3514,1529,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,LABELLE ELEMENTARY SCHOOL                                                                           ,HENDRY      ,49.9767988242
7744,3545,1535,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,EDWARD A. UPTHEGROVE ELEMENTARY                                                                     ,HENDRY      ,48.3535228194
7745,3545,1529,elementary,TOLEDO BLADE ELEMENTARY SCHOOL                                                                      ,SARASOTA    ,LABELLE ELEMENTARY SCHOOL                                                                           ,HENDRY      ,48.8381849483
7746,3546,1535,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,EDWARD A. UPTHEGROVE ELEMENTARY                                                                     ,HENDRY      ,46.256124892299994
7747,3546,1529,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,LABELLE ELEMENTARY SCHOOL                                                                           ,HENDRY      ,46.7619848267
7748,3546,1534,elementary,ATWATER ELEMENTARY                                                                                  ,SARASOTA    ,COUNTRY OAKS ELEMENTARY SCHOOL                                                                      ,HENDRY      ,48.2048474706
7749,3514,1574,elementary,IMAGINE SCHOOL AT NORTH PORT                                                                        ,SARASOTA    ,CRACKER TRAIL ELEMENTARY SCHOOL                                                                     ,HIGHLANDS   ,49.394541955600005
